,Unnamed: 0.1,Unnamed: 0,Bewohner,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM,Name,Neighbourhood,frei bis (Year - Month),Latitude,Longitude
674,674,,,19.04.2023,570.0,30,Berlin  Berlin-Biesdorf,2023-05-01,2023-07-31,,2.0,19.0,19.04.2023-570.0-19.0 Berlin  Berlin-Biesdorf,Berlin,2023-07,52.5170365,13.3888599
675,675,,,19.04.2023,400.0,12,Berlin  Schöneberg,2023-04-21,2023-05-15,,1.0,33.333333333333336,19.04.2023-400.0-33.333333333333336 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
676,676,,,19.04.2023,5.0,15,Berlin  Gropiusstadt,2023-04-22,2023-04-24,,0.0,0.3333333333333333,19.04.2023-5.0-0.3333333333333333 Berlin  Gropiusstadt,Berlin,2023-04,52.5170365,13.3888599
677,677,,,19.04.2023,750.0,12,Berlin,2023-05-01,2023-09-30,,4.0,62.5,19.04.2023-750.0-62.5 Berlin,Berlin,2023-09,52.5170365,13.3888599
678,678,,,19.04.2023,470.0,15,Berlin,2023-04-30,2023-05-31,,1.0,31.333333333333332,19.04.2023-470.0-31.333333333333332 Berlin,Berlin,2023-05,52.5170365,13.3888599
679,679,,,19.04.2023,650.0,15,Berlin  Mitte,2023-03-17,,,,43.333333333333336,19.04.2023-650.0-43.333333333333336 Berlin  Mitte,Mitte,,52.5178855,13.4040601
680,680,,,19.04.2023,550.0,20,Berlin  Wedding,2023-06-01,,,,27.5,19.04.2023-550.0-27.5 Berlin  Wedding,Wedding,,52.550123,13.34197
681,681,,,19.04.2023,750.0,35,Berlin  Charlottenburg,2023-06-19,,,,21.428571428571427,19.04.2023-750.0-21.428571428571427 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
682,682,,,23.04.2023,510.0,15,Zimmer von HousingAnywhere*,2023-04-24,,,,34.0,23.04.2023-510.0-34.0 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
683,683,,,23.04.2023,450.0,17,Zimmer von Spotahome*,2023-04-24,,,,26.470588235294116,23.04.2023-450.0-26.470588235294116 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
684,684,,,19.04.2023,1200.0,28,Berlin  Kreuzberg,2023-06-01,,,,42.857142857142854,19.04.2023-1200.0-42.857142857142854 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
685,685,,,19.04.2023,600.0,20,Berlin  Steglitz,2023-05-08,,,,30.0,19.04.2023-600.0-30.0 Berlin  Steglitz,Steglitz,,52.4572569,13.3222865
686,686,,,19.04.2023,534.0,20,Berlin  Neukölln,2023-06-01,,,,26.7,19.04.2023-534.0-26.7 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
687,687,,,19.04.2023,550.0,16,Berlin  Neukölln,2023-04-19,2023-05-15,,1.0,34.375,19.04.2023-550.0-34.375 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
688,688,,,19.04.2023,800.0,26,Berlin  Weißensee,2023-05-01,,,,30.76923076923077,19.04.2023-800.0-30.76923076923077 Berlin  Weißensee,Weißensee,,52.5546193,13.4630018
689,689,,,18.04.2023,650.0,14,Berlin  Steglitz,2023-05-01,2023-08-31,,3.0,46.42857142857143,18.04.2023-650.0-46.42857142857143 Berlin  Steglitz,Steglitz,2023-08,52.4572569,13.3222865
690,690,,,18.04.2023,600.0,12,Berlin,2023-05-01,2024-04-30,,11.0,50.0,18.04.2023-600.0-50.0 Berlin,Berlin,2024-04,52.5170365,13.3888599
691,691,,,18.04.2023,500.0,20,Berlin  Friedrichsfelde,2023-06-01,,,,25.0,18.04.2023-500.0-25.0 Berlin  Friedrichsfelde,Berlin,,52.5170365,13.3888599
692,692,,,18.04.2023,670.0,12,Berlin  Charlottenburg,2023-05-01,2023-08-31,,3.0,55.833333333333336,18.04.2023-670.0-55.833333333333336 Berlin  Charlottenburg,Charlottenburg,2023-08,52.515747,13.3096834
693,693,,,18.04.2023,600.0,10,Berlin  Charlottenburg,2023-05-01,2023-08-31,,3.0,60.0,18.04.2023-600.0-60.0 Berlin  Charlottenburg,Charlottenburg,2023-08,52.515747,13.3096834
694,694,,,18.04.2023,765.0,15,Berlin  Wilmersdorf,2023-05-18,2023-08-10,,3.0,51.0,18.04.2023-765.0-51.0 Berlin  Wilmersdorf,Wilmersdorf,2023-08,52.4871152,13.3203298
695,695,,,18.04.2023,365.0,17,Berlin  Lichtenberg,2023-04-18,2023-10-01,,6.0,21.470588235294116,18.04.2023-365.0-21.470588235294116 Berlin  Lichtenberg,Lichtenberg,2023-10,48.9212959,7.4812268
696,696,,,18.04.2023,650.0,23,Berlin  Friedrichshain,2023-04-18,,,,28.26086956521739,18.04.2023-650.0-28.26086956521739 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
697,697,,,18.04.2023,570.0,23,Berlin  Prenzlauer Berg,2023-05-01,2023-05-31,,0.0,24.782608695652176,18.04.2023-570.0-24.782608695652176 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-05,52.5398466,13.4285652
698,698,,,18.04.2023,760.0,14,Berlin  Kreuzberg,2023-04-18,2024-04-01,,12.0,54.285714285714285,18.04.2023-760.0-54.285714285714285 Berlin  Kreuzberg,Kreuzberg,2024-04,52.4976443,13.411914
699,699,,,18.04.2023,300.0,18,Berlin  Kleinmachnow,2023-05-03,,,,16.666666666666668,18.04.2023-300.0-16.666666666666668 Berlin  Kleinmachnow,Kleinmachnow,,52.4064167,13.2236601
700,700,,,18.04.2023,300.0,20,Berlin  Wedding,2023-05-05,,,,15.0,18.04.2023-300.0-15.0 Berlin  Wedding,Wedding,,52.550123,13.34197
701,701,,,18.04.2023,930.0,28,Berlin  Lichterfelde,2023-04-18,,,,33.214285714285715,18.04.2023-930.0-33.214285714285715 Berlin  Lichterfelde,Lichterfelde,,52.437293,13.3138645
702,702,,,18.04.2023,570.0,23,Berlin  Kreuzberg,2023-05-01,2023-10-01,,5.0,24.782608695652176,18.04.2023-570.0-24.782608695652176 Berlin  Kreuzberg,Kreuzberg,2023-10,52.4976443,13.411914
703,703,,,18.04.2023,300.0,23,Berlin,2023-05-15,2023-05-30,,0.0,13.043478260869565,18.04.2023-300.0-13.043478260869565 Berlin,Berlin,2023-05,52.5170365,13.3888599
704,704,,,23.04.2023,480.0,14,Zimmer von HousingAnywhere*,2023-04-24,,,,34.285714285714285,23.04.2023-480.0-34.285714285714285 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
705,705,,,23.04.2023,440.0,14,Zimmer von Spotahome*,2023-04-24,,,,31.428571428571427,23.04.2023-440.0-31.428571428571427 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
706,706,,,18.04.2023,550.0,29,Berlin  Kreuzberg,2023-05-01,,,,18.96551724137931,18.04.2023-550.0-18.96551724137931 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
707,707,,,18.04.2023,790.0,19,Berlin  Wannsee,2023-05-01,,,,41.578947368421055,18.04.2023-790.0-41.578947368421055 Berlin  Wannsee,Wannsee,,52.4211482,13.1589374
708,708,,,18.04.2023,1300.0,10,Berlin  Prenzlauer Berg,2023-07-02,2023-09-02,,2.0,130.0,18.04.2023-1300.0-130.0 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-09,52.5398466,13.4285652
709,709,,,18.04.2023,650.0,16,Berlin  Mitte,2023-05-31,,,,40.625,18.04.2023-650.0-40.625 Berlin  Mitte,Mitte,,52.5178855,13.4040601
710,710,,,18.04.2023,674.0,18,Berlin  Mitte,2023-06-01,,,,37.44444444444444,18.04.2023-674.0-37.44444444444444 Berlin  Mitte,Mitte,,52.5178855,13.4040601
711,711,,,18.04.2023,265.0,25,Berlin,2023-06-29,2023-07-09,,1.0,10.6,18.04.2023-265.0-10.6 Berlin,Berlin,2023-07,52.5170365,13.3888599
712,712,,,18.04.2023,650.0,23,Berlin  Zehlendorf,2023-04-22,2023-08-31,,4.0,28.26086956521739,18.04.2023-650.0-28.26086956521739 Berlin  Zehlendorf,Zehlendorf,2023-08,52.4343217,13.2589298
713,713,,,18.04.2023,500.0,25,Berlin  Kreuzberg,2023-05-01,2023-05-23,,0.0,20.0,18.04.2023-500.0-20.0 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
714,714,,,18.04.2023,447.0,12,Berlin  Schöneberg,2023-04-15,,,,37.25,18.04.2023-447.0-37.25 Berlin  Schöneberg,Schöneberg,,52.482157,13.3551901
715,715,,,18.04.2023,725.0,50,Berlin  Friedrichshain,2023-04-24,2023-05-30,,1.0,14.5,18.04.2023-725.0-14.5 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
716,716,,,18.04.2023,500.0,22,Berlin  Weißensee,2023-05-01,2023-07-16,,2.0,22.727272727272727,18.04.2023-500.0-22.727272727272727 Berlin  Weißensee,Weißensee,2023-07,52.5546193,13.4630018
717,717,,,18.04.2023,535.0,26,Berlin  Wedding,2023-04-30,,,,20.576923076923077,18.04.2023-535.0-20.576923076923077 Berlin  Wedding,Wedding,,52.550123,13.34197
718,718,,,18.04.2023,295.0,11,Berlin  Friedrichshain,2023-04-19,2023-06-01,,2.0,26.818181818181817,18.04.2023-295.0-26.818181818181817 Berlin  Friedrichshain,Friedrichshain,2023-06,52.5122154,13.4502904
719,719,,,18.04.2023,690.0,25,Berlin  Neukölln,2023-05-01,2023-06-01,,1.0,27.6,18.04.2023-690.0-27.6 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
720,720,,,18.04.2023,740.0,25,Berlin  Baumschulenweg,2023-07-01,,,,29.6,18.04.2023-740.0-29.6 Berlin  Baumschulenweg,Berlin,,52.5170365,13.3888599
721,721,,,18.04.2023,690.0,15,Berlin  Wedding,2023-04-18,2023-06-01,,2.0,46.0,18.04.2023-690.0-46.0 Berlin  Wedding,Wedding,2023-06,52.550123,13.34197
722,722,,,18.04.2023,40.0,14,Berlin  Mitte,2023-05-15,2023-12-31,,7.0,2.857142857142857,18.04.2023-40.0-2.857142857142857 Berlin  Mitte,Mitte,2023-12,52.5178855,13.4040601
723,723,,,18.04.2023,550.0,13,Berlin  Prenzlauer Berg,2023-05-01,2023-06-30,,1.0,42.30769230769231,18.04.2023-550.0-42.30769230769231 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-06,52.5398466,13.4285652
724,724,,,18.04.2023,300.0,16,Berlin  Charlottenburg,2023-05-01,,,,18.75,18.04.2023-300.0-18.75 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
725,725,,,18.04.2023,550.0,15,Berlin  Mahlsdorf,2023-05-01,,,,36.666666666666664,18.04.2023-550.0-36.666666666666664 Berlin  Mahlsdorf,Berlin,,52.5170365,13.3888599
726,726,,,23.04.2023,560.0,25,Zimmer von HousingAnywhere*,2023-04-24,,,,22.4,23.04.2023-560.0-22.4 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
727,727,,,23.04.2023,540.0,21,Zimmer von Spotahome*,2023-04-24,,,,25.714285714285715,23.04.2023-540.0-25.714285714285715 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
728,728,,,18.04.2023,35.0,20,Berlin  Kreuzberg,2023-05-01,2023-06-15,,1.0,1.75,18.04.2023-35.0-1.75 Berlin  Kreuzberg,Kreuzberg,2023-06,52.4976443,13.411914
729,729,,,18.04.2023,1090.0,30,Berlin  Steglitz,2023-04-22,2023-08-31,,4.0,36.333333333333336,18.04.2023-1090.0-36.333333333333336 Berlin  Steglitz,Steglitz,2023-08,52.4572569,13.3222865
730,730,,,18.04.2023,680.0,21,Berlin  Steglitz-Zehlendorf,2023-07-01,,,,32.38095238095238,18.04.2023-680.0-32.38095238095238 Berlin  Steglitz-Zehlendorf,Steglitz,,52.4572569,13.3222865
731,731,,,18.04.2023,600.0,15,Berlin  Steglitz-Zehlendorf,2023-08-01,,,,40.0,18.04.2023-600.0-40.0 Berlin  Steglitz-Zehlendorf,Steglitz,,52.4572569,13.3222865
732,732,,,18.04.2023,950.0,17,Berlin  Wedding,2023-05-01,,,,55.88235294117647,18.04.2023-950.0-55.88235294117647 Berlin  Wedding,Wedding,,52.550123,13.34197
733,733,,,18.04.2023,550.0,18,Berlin  Reinickendorf,2023-04-18,2023-05-31,,1.0,30.555555555555557,18.04.2023-550.0-30.555555555555557 Berlin  Reinickendorf,Reinickendorf,2023-05,52.6047631,13.2952872
734,734,,,18.04.2023,765.0,21,Berlin  Neukölln,2023-05-23,2024-07-01,,14.0,36.42857142857143,18.04.2023-765.0-36.42857142857143 Berlin  Neukölln,Neukölln,2024-07,52.4811497,13.4353501
735,735,,,18.04.2023,990.0,20,Berlin  Neukölln,2023-04-18,,,,49.5,18.04.2023-990.0-49.5 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
736,736,,,18.04.2023,600.0,22,Berlin  Mitte,2023-06-01,2024-05-31,,11.0,27.272727272727273,18.04.2023-600.0-27.272727272727273 Berlin  Mitte,Mitte,2024-05,52.5178855,13.4040601
737,737,,,18.04.2023,889.0,18,Berlin  Kreuzberg,2023-04-24,,,,49.388888888888886,18.04.2023-889.0-49.388888888888886 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
738,738,,,18.04.2023,750.0,30,Berlin  Wannsee,2023-05-01,2023-10-01,,5.0,25.0,18.04.2023-750.0-25.0 Berlin  Wannsee,Wannsee,2023-10,52.4211482,13.1589374
739,739,,,18.04.2023,1320.0,26,Berlin  Charlottenburg,2023-05-01,,,,50.76923076923077,18.04.2023-1320.0-50.76923076923077 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
740,740,,,18.04.2023,900.0,25,Berlin  Schmargendorf,2023-06-01,2023-07-31,,1.0,36.0,18.04.2023-900.0-36.0 Berlin  Schmargendorf,Schmargendorf,2023-07,52.4789022,13.2929962
741,741,,,18.04.2023,350.0,15,Berlin  Tempelhof,2023-04-18,2024-01-01,,9.0,23.333333333333332,18.04.2023-350.0-23.333333333333332 Berlin  Tempelhof,Tempelhof,2024-01,52.4632921,13.3864477
742,742,,,18.04.2023,600.0,15,Berlin  Charlottenburg,2023-05-01,,,,40.0,18.04.2023-600.0-40.0 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
743,743,,,18.04.2023,500.0,12,Berlin  Mitte,2023-04-18,,,,41.666666666666664,18.04.2023-500.0-41.666666666666664 Berlin  Mitte,Mitte,,52.5178855,13.4040601
744,744,,,18.04.2023,500.0,14,Berlin  Lichtenberg,2023-04-05,,,,35.714285714285715,18.04.2023-500.0-35.714285714285715 Berlin  Lichtenberg,Lichtenberg,,48.9212959,7.4812268
745,745,,,18.04.2023,800.0,22,Berlin  Kreuzberg,2023-06-01,,,,36.36363636363637,18.04.2023-800.0-36.36363636363637 Berlin  Kreuzberg,Kreuzberg,,52.4976443,13.411914
746,746,,,18.04.2023,730.0,13,Berlin  Wedding,2023-06-10,2025-12-31,,30.0,56.15384615384615,18.04.2023-730.0-56.15384615384615 Berlin  Wedding,Wedding,2025-12,52.550123,13.34197
747,747,,,18.04.2023,600.0,16,Berlin  Mitte,2023-05-01,2023-05-31,,0.0,37.5,18.04.2023-600.0-37.5 Berlin  Mitte,Mitte,2023-05,52.5178855,13.4040601
748,748,,,23.04.2023,430.0,17,Zimmer von HousingAnywhere*,2023-04-24,,,,25.294117647058822,23.04.2023-430.0-25.294117647058822 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
749,749,,,23.04.2023,400.0,21,Zimmer von Spotahome*,2023-04-24,,,,19.047619047619047,23.04.2023-400.0-19.047619047619047 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
750,750,,,18.04.2023,470.0,16,Berlin  Bohnsdorf,2023-05-20,2023-09-30,,4.0,29.375,18.04.2023-470.0-29.375 Berlin  Bohnsdorf,Berlin,2023-09,52.5170365,13.3888599
751,751,,,18.04.2023,790.0,15,Berlin  Neukölln,2023-05-01,,,,52.666666666666664,18.04.2023-790.0-52.666666666666664 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
752,752,,,18.04.2023,400.0,9,Berlin  Pankow,2023-05-01,2023-08-31,,3.0,44.44444444444444,18.04.2023-400.0-44.44444444444444 Berlin  Pankow,Pankow,2023-08,52.5979174,13.435316
753,753,,,18.04.2023,570.0,13,Berlin  Karlshorst,2023-04-24,,,,43.84615384615385,18.04.2023-570.0-43.84615384615385 Berlin  Karlshorst,Karlshorst,,52.4843399,13.5235848
754,754,,,18.04.2023,787.0,30,Berlin  Prenzlauer Berg,2023-07-01,2023-07-31,,0.0,26.233333333333334,18.04.2023-787.0-26.233333333333334 Berlin  Prenzlauer Berg,Prenzlauer Berg,2023-07,52.5398466,13.4285652
755,755,,,18.04.2023,600.0,25,Berlin  Wilmersdorf,2023-05-01,,,,24.0,18.04.2023-600.0-24.0 Berlin  Wilmersdorf,Wilmersdorf,,52.4871152,13.3203298
756,756,,,18.04.2023,480.0,11,Berlin  Karlshorst,2023-05-01,2025-03-31,,22.0,43.63636363636363,18.04.2023-480.0-43.63636363636363 Berlin  Karlshorst,Karlshorst,2025-03,52.4843399,13.5235848
757,757,,,18.04.2023,700.0,15,Berlin  Friedrichshain,2023-05-01,,,,46.666666666666664,18.04.2023-700.0-46.666666666666664 Berlin  Friedrichshain,Friedrichshain,,52.5122154,13.4502904
758,758,,,18.04.2023,335.0,15,Berlin  Siemensstadt,2023-05-21,,,,22.333333333333332,18.04.2023-335.0-22.333333333333332 Berlin  Siemensstadt,Siemensstadt,,52.5398082,13.2568934
759,759,,,17.04.2023,350.0,22,Berlin  Kreuzberg,2023-04-17,2023-05-01,,1.0,15.909090909090908,17.04.2023-350.0-15.909090909090908 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
760,760,,,17.04.2023,312.0,19,Berlin  Tempelhof,2023-05-01,,,,16.42105263157895,17.04.2023-312.0-16.42105263157895 Berlin  Tempelhof,Tempelhof,,52.4632921,13.3864477
761,761,,,17.04.2023,400.0,23,Berlin  Neukölln,2023-05-24,2023-06-14,,1.0,17.391304347826086,17.04.2023-400.0-17.391304347826086 Berlin  Neukölln,Neukölln,2023-06,52.4811497,13.4353501
762,762,,,17.04.2023,550.0,20,Berlin  Charlottenburg,2023-04-17,2025-01-01,,21.0,27.5,17.04.2023-550.0-27.5 Berlin  Charlottenburg,Charlottenburg,2025-01,52.515747,13.3096834
763,763,,,17.04.2023,650.0,12,Berlin  Pankow,2023-04-20,2023-05-20,,1.0,54.166666666666664,17.04.2023-650.0-54.166666666666664 Berlin  Pankow,Pankow,2023-05,52.5979174,13.435316
764,764,,,17.04.2023,650.0,25,Berlin  Friedenau,2023-08-01,2024-02-28,,6.0,26.0,17.04.2023-650.0-26.0 Berlin  Friedenau,Berlin,2024-02,52.5170365,13.3888599
765,765,,,17.04.2023,399.0,17,Berlin  Charlottenburg,2023-05-01,2024-08-30,,15.0,23.470588235294116,17.04.2023-399.0-23.470588235294116 Berlin  Charlottenburg,Charlottenburg,2024-08,52.515747,13.3096834
766,766,,,17.04.2023,650.0,30,Berlin  Lichtenberg,2023-05-15,2023-06-15,,1.0,21.666666666666668,17.04.2023-650.0-21.666666666666668 Berlin  Lichtenberg,Lichtenberg,2023-06,48.9212959,7.4812268
767,767,,,17.04.2023,450.0,22,Berlin,2023-04-17,2023-05-01,,1.0,20.454545454545453,17.04.2023-450.0-20.454545454545453 Berlin,Berlin,2023-05,52.5170365,13.3888599
768,768,,,17.04.2023,550.0,10,Berlin  Berlin,2023-04-24,,,,55.0,17.04.2023-550.0-55.0 Berlin  Berlin,Berlin,,52.5170365,13.3888599
769,769,,,17.04.2023,670.0,15,Berlin  Marzahn,2023-05-01,2023-10-31,,5.0,44.666666666666664,17.04.2023-670.0-44.666666666666664 Berlin  Marzahn,Marzahn,2023-10,52.5429481,13.563142
770,770,,,23.04.2023,570.0,23,Zimmer von HousingAnywhere*,2023-04-24,,,,24.782608695652176,23.04.2023-570.0-24.782608695652176 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
771,771,,,23.04.2023,530.0,24,Zimmer von Spotahome*,2023-04-24,,,,22.083333333333332,23.04.2023-530.0-22.083333333333332 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
772,772,,,17.04.2023,850.0,24,Berlin  Mitte,2023-06-01,2023-06-30,,0.0,35.416666666666664,17.04.2023-850.0-35.416666666666664 Berlin  Mitte,Mitte,2023-06,52.5178855,13.4040601
773,773,,,17.04.2023,810.0,12,Berlin  Lichtenberg,2023-05-05,2023-06-04,,1.0,67.5,17.04.2023-810.0-67.5 Berlin  Lichtenberg,Lichtenberg,2023-06,48.9212959,7.4812268
774,774,,,17.04.2023,500.0,16,Berlin,2023-05-15,,,,31.25,17.04.2023-500.0-31.25 Berlin,Berlin,,52.5170365,13.3888599
775,775,,,17.04.2023,400.0,11,Berlin  Zehlendorf,2023-04-17,,,,36.36363636363637,17.04.2023-400.0-36.36363636363637 Berlin  Zehlendorf,Zehlendorf,,52.4343217,13.2589298
776,776,,,17.04.2023,514.0,20,Berlin  Neukölln,2023-05-01,,,,25.7,17.04.2023-514.0-25.7 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
777,777,,,17.04.2023,595.0,18,Berlin  Wedding,2023-05-01,2023-07-30,,2.0,33.05555555555556,17.04.2023-595.0-33.05555555555556 Berlin  Wedding,Wedding,2023-07,52.550123,13.34197
778,778,,,17.04.2023,1200.0,18,Berlin  Friedrichshain-Kreuzberg,2023-04-17,2023-07-31,,3.0,66.66666666666667,17.04.2023-1200.0-66.66666666666667 Berlin  Friedrichshain-Kreuzberg,Friedrichshain,2023-07,52.5122154,13.4502904
779,779,,,17.04.2023,575.0,20,Berlin  Weißensee,2023-04-20,2023-08-01,,4.0,28.75,17.04.2023-575.0-28.75 Berlin  Weißensee,Weißensee,2023-08,52.5546193,13.4630018
780,780,,,17.04.2023,1000.0,35,Berlin,2023-06-01,,,,28.571428571428573,17.04.2023-1000.0-28.571428571428573 Berlin,Berlin,,52.5170365,13.3888599
781,781,,,17.04.2023,695.0,43,Berlin  Neukölln,2023-06-01,2023-07-15,,1.0,16.162790697674417,17.04.2023-695.0-16.162790697674417 Berlin  Neukölln,Neukölln,2023-07,52.4811497,13.4353501
782,782,,,17.04.2023,550.0,16,Berlin  Neukölln,2023-05-15,,,,34.375,17.04.2023-550.0-34.375 Berlin  Neukölln,Neukölln,,52.4811497,13.4353501
783,783,,,17.04.2023,795.0,15,Berlin  Friedrichshain,2023-05-02,2023-05-29,,0.0,53.0,17.04.2023-795.0-53.0 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
784,784,,,17.04.2023,650.0,25,Berlin  Friedrichshagen,2023-04-17,2023-10-30,,6.0,26.0,17.04.2023-650.0-26.0 Berlin  Friedrichshagen,Berlin,2023-10,52.5170365,13.3888599
785,785,,,17.04.2023,490.0,24,Berlin  Prenzlauer Berg,2023-06-15,2024-02-28,,8.0,20.416666666666668,17.04.2023-490.0-20.416666666666668 Berlin  Prenzlauer Berg,Prenzlauer Berg,2024-02,52.5398466,13.4285652
786,786,,,17.04.2023,500.0,24,Berlin  U-Bhf. Mariendorf,2023-05-01,,,,20.833333333333332,17.04.2023-500.0-20.833333333333332 Berlin  U-Bhf. Mariendorf,Mariendorf,,52.44008,13.3900277
787,787,,,17.04.2023,700.0,25,Berlin  Neukölln,2023-08-01,2023-08-31,,0.0,28.0,17.04.2023-700.0-28.0 Berlin  Neukölln,Neukölln,2023-08,52.4811497,13.4353501
788,788,,,17.04.2023,700.0,16,Berlin  Pankow,2023-06-01,2023-11-30,,5.0,43.75,17.04.2023-700.0-43.75 Berlin  Pankow,Pankow,2023-11,52.5979174,13.435316
789,789,,,17.04.2023,800.0,34,Berlin  Friedrichshain,2023-05-01,2023-05-31,,0.0,23.529411764705884,17.04.2023-800.0-23.529411764705884 Berlin  Friedrichshain,Friedrichshain,2023-05,52.5122154,13.4502904
790,790,,,17.04.2023,500.0,18,Berlin  Charlottenburg,2032-04-21,,,,27.77777777777778,17.04.2023-500.0-27.77777777777778 Berlin  Charlottenburg,Charlottenburg,,52.515747,13.3096834
791,791,,,17.04.2023,600.0,20,Berlin  Charlottenburg-Wilmersdorf,2023-05-15,2023-10-15,,5.0,30.0,17.04.2023-600.0-30.0 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-10,52.515747,13.3096834
792,792,,,23.04.2023,430.0,18,Zimmer von HousingAnywhere*,2023-04-24,,,,23.88888888888889,23.04.2023-430.0-23.88888888888889 Zimmer von HousingAnywhere*,Berlin,,52.5170365,13.3888599
793,793,,,23.04.2023,370.0,24,Zimmer von Spotahome*,2023-04-24,,,,15.416666666666666,23.04.2023-370.0-15.416666666666666 Zimmer von Spotahome*,Berlin,,52.5170365,13.3888599
794,794,,,17.04.2023,600.0,20,Berlin  Charlottenburg-Wilmersdorf,2023-05-15,2023-10-15,,5.0,30.0,17.04.2023-600.0-30.0 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-10,52.515747,13.3096834
795,795,,,17.04.2023,600.0,25,Berlin  Neukölln,2023-05-01,2023-05-31,,0.0,24.0,17.04.2023-600.0-24.0 Berlin  Neukölln,Neukölln,2023-05,52.4811497,13.4353501
796,796,,,17.04.2023,830.0,30,Berlin  Kreuzberg,2023-05-01,2023-05-21,,0.0,27.666666666666668,17.04.2023-830.0-27.666666666666668 Berlin  Kreuzberg,Kreuzberg,2023-05,52.4976443,13.411914
797,797,,,17.04.2023,300.0,16,Berlin  Wedding,2023-05-03,2023-05-17,,0.0,18.75,17.04.2023-300.0-18.75 Berlin  Wedding,Wedding,2023-05,52.550123,13.34197
798,798,,,17.04.2023,30.0,25,Berlin  Oberschöneweide,2023-04-21,2023-04-30,,0.0,1.2,17.04.2023-30.0-1.2 Berlin  Oberschöneweide,Oberschöneweide,2023-04,52.4624563,13.5234762
799,799,,,17.04.2023,650.0,25,Berlin  Oberschöneweide,2023-09-01,2023-11-30,,2.0,26.0,17.04.2023-650.0-26.0 Berlin  Oberschöneweide,Oberschöneweide,2023-11,52.4624563,13.5234762
800,800,,,17.04.2023,570.0,25,Berlin  Charlottenburg-Wilmersdorf,2023-04-24,2023-05-24,,1.0,22.8,17.04.2023-570.0-22.8 Berlin  Charlottenburg-Wilmersdorf,Charlottenburg,2023-05,52.515747,13.3096834
801,801,,,17.04.2023,500.0,25,Berlin  Wedding,2023-04-14,,,,20.0,17.04.2023-500.0-20.0 Berlin  Wedding,Wedding,,52.550123,13.34197
802,802,,,17.04.2023,334.0,18,Berlin  Reinickendorf,2023-05-03,2023-09-30,,4.0,18.555555555555557,17.04.2023-334.0-18.555555555555557 Berlin  Reinickendorf,Reinickendorf,2023-09,52.6047631,13.2952872
803,803,,,17.04.2023,670.0,25,Berlin  Friedrichshain,2023-04-30,2023-11-01,,7.0,26.8,17.04.2023-670.0-26.8 Berlin  Friedrichshain,Friedrichshain,2023-11,52.5122154,13.4502904
804,804,,,17.04.2023,570.0,25,Berlin  Schöneberg,2023-05-01,2023-06-30,,1.0,22.8,17.04.2023-570.0-22.8 Berlin  Schöneberg,Schöneberg,2023-06,52.482157,13.3551901
805,805,,,17.04.2023,300.0,16,Berlin  Schöneberg,2023-05-03,2023-05-22,,0.0,18.75,17.04.2023-300.0-18.75 Berlin  Schöneberg,Schöneberg,2023-05,52.482157,13.3551901
806,806,,,17.04.2023,9.0,12,Berlin  Friedrichshain,2023-04-17,2023-04-22,,0.0,0.75,17.04.2023-9.0-0.75 Berlin  Friedrichshain,Friedrichshain,2023-04,52.5122154,13.4502904
