Data ID,Link,City,Neighbourhood,Full Address,Address,Pure Rent,Service Charge,Other Charge,Size,Date From,Date To,Dataframe Date,Deposit,Rooms,Full Address Lenght,EUR / SQM
2avdq5f,https://www.immowelt.de/expose/2avdq5f,Berlin,Charlottenburg,Berlin (Charlottenburg),,400,,,50,,,20230731,,2,1,8
2audq5f,https://www.immowelt.de/expose/2audq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,1500,,,75,,,20230731,,3,1,20
2atdq5f,https://www.immowelt.de/expose/2atdq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,613,,,79,,,20230731,,2,1,7.759493671
2asdq5f,https://www.immowelt.de/expose/2asdq5f,Berlin,Kreuzberg,Berlin (Kreuzberg),,670,,,65,,,20230731,,2,1,10.30769231
2aqdq5f,https://www.immowelt.de/expose/2aqdq5f,Berlin,Lichtenberg,Berlin (Lichtenberg),,1260,,,95,,,20230731,,4,1,13.26315789
2apdq5f,https://www.immowelt.de/expose/2apdq5f,Berlin,Charlottenburg,Berlin (Charlottenburg),,800,,,90,,,20230731,,3,1,8.888888889
2andq5f,https://www.immowelt.de/expose/2andq5f,Berlin,Kreuzberg,Berlin (Kreuzberg),,1300,,,84,,,20230731,,2,1,15.47619048
2amdq5f,https://www.immowelt.de/expose/2amdq5f,Berlin,Lichtenberg,Berlin (Lichtenberg),,696,,,67,,,20230731,,2,1,10.3880597
2ahdq5f,https://www.immowelt.de/expose/2ahdq5f,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,347,,,60,,,20230731,,2,1,5.783333333
2agdq5f,https://www.immowelt.de/expose/2agdq5f,Berlin,Wedding,Berlin (Wedding),,709,,,75,,,20230731,,2,1,9.453333333
2afdq5f,https://www.immowelt.de/expose/2afdq5f,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,1380,,,78,,,20230731,,2,1,17.69230769
2aedq5f,https://www.immowelt.de/expose/2aedq5f,Berlin,Lichtenrade,Berlin (Lichtenrade),,650,,,78,,,20230731,,3,1,8.333333333
2aadq5f,https://www.immowelt.de/expose/2aadq5f,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,1002,,,60,,,20230731,,3,1,16.7
2a9dq5f,https://www.immowelt.de/expose/2a9dq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,492,,,68,,,20230731,,2,1,7.235294118
2a8dq5f,https://www.immowelt.de/expose/2a8dq5f,Berlin,MÃ¤rkisches,Berlin (MÃ¤rkisches Viertel),,900,,,66,,,20230731,,3,1,13.63636364
2a7dq5f,https://www.immowelt.de/expose/2a7dq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,859,,,71,,,20230731,,2,1,12.09859155
2a4dq5f,https://www.immowelt.de/expose/2a4dq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,1600,,,130,,,20230731,,4,1,12.30769231
2a2dq5f,https://www.immowelt.de/expose/2a2dq5f,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,801,,,71,,,20230731,,2,1,11.28169014
2aycq5f,https://www.immowelt.de/expose/2aycq5f,Berlin,Mitte,Berlin (Mitte),,529,,,50,,,20230731,,2,1,10.58
2axcq5f,https://www.immowelt.de/expose/2axcq5f,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,1564,,,102,,,20230731,,3,1,15.33333333
2awcq5f,https://www.immowelt.de/expose/2awcq5f,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,615,,,84,,,20230731,,2.5,1,7.321428571
2avcq5f,https://www.immowelt.de/expose/2avcq5f,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,450,,,55,,,20230731,,2,1,8.181818182
2aucq5f,https://www.immowelt.de/expose/2aucq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,483,,,42,,,20230731,,1,1,11.5
2atcq5f,https://www.immowelt.de/expose/2atcq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,758,,,49,,,20230731,,2,1,15.46938776
2aqcq5f,https://www.immowelt.de/expose/2aqcq5f,Berlin,Charlottenburg,Berlin (Charlottenburg),,800,,,62,,,20230731,,2,1,12.90322581
2apcq5f,https://www.immowelt.de/expose/2apcq5f,Berlin,Steglitz,Berlin (Steglitz),,900,,,72,,,20230731,,3,1,12.5
2ahcq5f,https://www.immowelt.de/expose/2ahcq5f,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,900,,,72,,,20230731,,3,1,12.5
2aecq5f,https://www.immowelt.de/expose/2aecq5f,Berlin,Pankow,Berlin (Pankow),,775,,,85,,,20230731,,3,1,9.117647059
2abcq5f,https://www.immowelt.de/expose/2abcq5f,Berlin,Kaulsdorf,Berlin (Kaulsdorf),,785,,,86,,,20230731,,4,1,9.127906977
2aacq5f,https://www.immowelt.de/expose/2aacq5f,Berlin,Kreuzberg,Berlin (Kreuzberg),,625,,,38,,,20230731,,1,1,16.44736842
2a9cq5f,https://www.immowelt.de/expose/2a9cq5f,Berlin,Neukölln,Berlin (NeukÃ¶lln),,750,,,64,,,20230731,,2,1,11.71875
2a7cq5f,https://www.immowelt.de/expose/2a7cq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,990,,,90,,,20230731,,3,1,11
2a5cq5f,https://www.immowelt.de/expose/2a5cq5f,Berlin,Charlottenburg,Berlin (Charlottenburg),,900,,,70,,,20230731,,2,1,12.85714286
2a4cq5f,https://www.immowelt.de/expose/2a4cq5f,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,900,,,45,,,20230731,,2,1,20
2a3cq5f,https://www.immowelt.de/expose/2a3cq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,490,,,45,,,20230731,,2,1,10.88888889
2a2cq5f,https://www.immowelt.de/expose/2a2cq5f,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,840,,,74,,,20230731,,2,1,11.35135135
2azbq5f,https://www.immowelt.de/expose/2azbq5f,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,610,,,68,,,20230731,,3,1,8.970588235
2axbq5f,https://www.immowelt.de/expose/2axbq5f,Berlin,Friedrichshain,Berlin (Friedrichshain),,925,,,74,,,20230731,,2,1,12.5
2awbq5f,https://www.immowelt.de/expose/2awbq5f,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,690,,,47,,,20230731,,1,1,14.68085106
2aubq5f,https://www.immowelt.de/expose/2aubq5f,Berlin,Adlershof,Berlin (Adlershof),,700,,,69,,,20230731,,2,1,10.14492754
2atbq5f,https://www.immowelt.de/expose/2atbq5f,Berlin,Niederschönhausen,Berlin (NiederschÃ¶nhausen),,570,,,58,,,20230731,,2,1,9.827586207
2azbj5f,https://www.immowelt.de/expose/2azbj5f,Berlin,Schöneberg,"Dennewitzstr. 42, Berlin (SchÃ¶neberg)",Dennewitzstr. 42,2285,,,86.45,,,20230731,,2,2,26.43146327
2age45f,https://www.immowelt.de/expose/2age45f,Berlin,Kreuzberg,"Glogauer Str. 32, Berlin (Kreuzberg)",Glogauer str. 32,1310,,,33,,,20230731,,1,2,39.6969697
2augt5z,https://www.immowelt.de/expose/2augt5z,Berlin,Spandau,"Schwendyweg 42, Berlin (Spandau)",Schwendyweg 42,800,,,87,,,20230731,,5,2,9.195402299
2as7j5e,https://www.immowelt.de/expose/2as7j5e,Berlin,Mitte,"ZimmerstraÃe 98, Berlin (Mitte)",Zimmerstrße 98,2900,,,112.64,,,20230731,,4,2,25.74573864
2apsu5z,https://www.immowelt.de/expose/2apsu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,588,,,13.8,,,20230731,,1,1,42.60869565
2actu5z,https://www.immowelt.de/expose/2actu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,569,,,10,,,20230731,,1,1,56.9
2a6tu5z,https://www.immowelt.de/expose/2a6tu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,599,,,11.9,,,20230731,,1,1,50.33613445
2as7c5e,https://www.immowelt.de/expose/2as7c5e,Berlin,Pankow,"GaillardstraÃe 27a, Berlin (Pankow)",Gaillardstrße 27a,2400,,,106,,,20230731,,3,2,22.64150943
2akbs5e,https://www.immowelt.de/expose/2akbs5e,Berlin,Schmargendorf,"DÃ¼nkelbergsteig 11, Berlin (Schmargendorf)",Dünkelbergsteig 11,3374,,,126.96,,,20230731,,3,2,26.57529931
2aktu5z,https://www.immowelt.de/expose/2aktu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,606,,,11.9,,,20230731,,1,1,50.92436975
2amdx5d,https://www.immowelt.de/expose/2amdx5d,Berlin-Charlottenburg,Charlottenburg,"Heubnerweg 7, Berlin-Charlottenburg (Charlottenburg)",Heubnerweg 7,2800,,,128.66,,,20230731,,4,2,21.76278564
2akwj5d,https://www.immowelt.de/expose/2akwj5d,Berlin,Tegel,"Berliner Str. 105, Berlin (Tegel)",Berliner str. 105,733.5,,,45.83,,,20230731,,2,2,16.00480035
2amvs5c,https://www.immowelt.de/expose/2amvs5c,Berlin,Prenzlauer,"Stargarder Str. 73, Berlin (Prenzlauer Berg)",Stargarder str. 73,1520,,,55,,,20230731,,1,2,27.63636364
2ahqs5c,https://www.immowelt.de/expose/2ahqs5c,Berlin,Neukölln,"Mainzer Str. 36, Berlin (NeukÃ¶lln)",Mainzer str. 36,1900,,,96,,,20230731,,3,2,19.79166667
2ay3j5c,https://www.immowelt.de/expose/2ay3j5c,Berlin,Mitte,"SchÃ¼tzenstraÃe 41, Berlin (Mitte)",Schützenstrße 41,2600,,,115,,,20230731,,3,2,22.60869565
2a84f5c,https://www.immowelt.de/expose/2a84f5c,Berlin,Charlottenburg,"Kaiser-Friedrich-StraÃe 72, Berlin (Charlottenburg)",Kaiser-friedrich-strße 72,1630,,,54,,,20230731,,2,2,30.18518519
2adwr5y,https://www.immowelt.de/expose/2adwr5y,Berlin,Mitte,Berlin (Mitte),,2500,,,68,,,20230731,,2,1,36.76470588
2arwr5y,https://www.immowelt.de/expose/2arwr5y,Berlin,Mitte,Berlin (Mitte),,2720,,,69,,,20230731,,2,1,39.42028986
2aguu5z,https://www.immowelt.de/expose/2aguu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,591,,,11.4,,,20230731,,1,1,51.84210526
2azuu5z,https://www.immowelt.de/expose/2azuu5z,Berlin,Marienfelde,Berlin (Marienfelde),,1344,,,63,,,20230731,,2,1,21.33333333
2azsu5z,https://www.immowelt.de/expose/2azsu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,586,,,10.2,,,20230731,,1,1,57.45098039
2axsu5z,https://www.immowelt.de/expose/2axsu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,563,,,11.8,,,20230731,,1,1,47.71186441
2avsu5z,https://www.immowelt.de/expose/2avsu5z,Berlin,Köpenick,Berlin (KÃ¶penick),,709,,,32,,,20230731,,1,1,22.15625
2anzh5b,https://www.immowelt.de/expose/2anzh5b,Berlin,Neukölln,Berlin (NeukÃ¶lln),,550,,,57,,,20230731,,2,1,9.649122807
2amzh5b,https://www.immowelt.de/expose/2amzh5b,Berlin,Kreuzberg,Berlin (Kreuzberg),,650,,,31,,,20230731,,1,1,20.96774194
2azph5b,https://www.immowelt.de/expose/2azph5b,Berlin,Moabit,Berlin (Moabit),,350,,,46,,,20230731,,2,1,7.608695652
2abg45b,https://www.immowelt.de/expose/2abg45b,Berlin,Altglienicke,"SemmelweisstraÃe 26, Berlin (Altglienicke)",Semmelweisstrße 26,1065,,,34.25,,,20230731,,2,2,31.09489051
2a3qx5a,https://www.immowelt.de/expose/2a3qx5a,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,3200,,,160.53,,,20230731,,4,1,19.93396873
2awtq5a,https://www.immowelt.de/expose/2awtq5a,Berlin,Wedding,Berlin (Wedding),,562,,,55,,,20230731,,2,1,10.21818182
2al8s5g,https://www.immowelt.de/expose/2al8s5g,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1260,,,56,,,20230731,,2,1,22.5
2aauu5z,https://www.immowelt.de/expose/2aauu5z,Berlin,Marienfelde,Berlin (Marienfelde),,752,,,30,,,20230731,,1,1,25.06666667
2azu85a,https://www.immowelt.de/expose/2azu85a,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,1430,,,89,,,20230731,,3,1,16.06741573
2auu85a,https://www.immowelt.de/expose/2auu85a,Berlin,Pankow,Berlin (Pankow),,354,,,50,,,20230731,,2,1,7.08
2aju85a,https://www.immowelt.de/expose/2aju85a,Berlin,Zehlendorf,Berlin (Zehlendorf),,556,,,51,,,20230731,,2,1,10.90196078
2apt85a,https://www.immowelt.de/expose/2apt85a,Berlin,Mitte,Berlin (Mitte),,1900,,,115,,,20230731,,3,1,16.52173913
2azs85a,https://www.immowelt.de/expose/2azs85a,Berlin,Neukölln,Berlin (NeukÃ¶lln),,600,,,69,,,20230731,,3,1,8.695652174
2aqs85a,https://www.immowelt.de/expose/2aqs85a,Berlin,Buckow,Berlin (Buckow),,356,,,63,,,20230731,,2,1,5.650793651
2ans85a,https://www.immowelt.de/expose/2ans85a,Berlin,Neukölln,Berlin (NeukÃ¶lln),,500,,,55,,,20230731,,2,1,9.090909091
2aqr85a,https://www.immowelt.de/expose/2aqr85a,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1200,,,50,,,20230731,,2,1,24
2agr85a,https://www.immowelt.de/expose/2agr85a,Berlin,Mitte,Berlin (Mitte),,1000,,,68,,,20230731,,2,1,14.70588235
2a7r85a,https://www.immowelt.de/expose/2a7r85a,Berlin,Friedrichshain,Berlin (Friedrichshain),,1085,,,48,,,20230731,,2,1,22.60416667
2akq85a,https://www.immowelt.de/expose/2akq85a,Berlin,Niederschöneweide,Berlin (NiederschÃ¶neweide),,1023,,,84,,,20230731,,3,1,12.17857143
2ahq85a,https://www.immowelt.de/expose/2ahq85a,Berlin,WeiÃensee,Berlin (WeiÃensee),,430,,,45,,,20230731,,2,1,9.555555556
2a5q85a,https://www.immowelt.de/expose/2a5q85a,Berlin,Alt-Treptow,Berlin (Alt-Treptow),,380,,,35,,,20230731,,1,1,10.85714286
2a2q85a,https://www.immowelt.de/expose/2a2q85a,Berlin,Moabit,Berlin (Moabit),,400,,,61,,,20230731,,2.5,1,6.557377049
2anp85a,https://www.immowelt.de/expose/2anp85a,Berlin,Neukölln,Berlin (NeukÃ¶lln),,430,,,50,,,20230731,,2,1,8.6
2adp85a,https://www.immowelt.de/expose/2adp85a,Berlin,Friedrichshain,Berlin (Friedrichshain),,595,,,50,,,20230731,,2,1,11.9
2a8p85a,https://www.immowelt.de/expose/2a8p85a,Berlin,Grunewald,Berlin (Grunewald),,551,,,83,,,20230731,,3,1,6.638554217
2a4p85a,https://www.immowelt.de/expose/2a4p85a,Berlin,Tempelhof,Berlin (Tempelhof),,522,,,79,,,20230731,,2,1,6.607594937
2a2p85a,https://www.immowelt.de/expose/2a2p85a,Berlin,Tempelhof,Berlin (Tempelhof),,466,,,54,,,20230731,,2,1,8.62962963
2avn85a,https://www.immowelt.de/expose/2avn85a,Berlin,Gesundbrunnen,Berlin (Gesundbrunnen),,291,,,86,,,20230731,,3,1,3.38372093
2arf85a,https://www.immowelt.de/expose/2arf85a,Berlin,Steglitz,Berlin (Steglitz),,347,,,50,,,20230731,,2,1,6.94
2agf85a,https://www.immowelt.de/expose/2agf85a,Berlin,Friedrichshain,Berlin (Friedrichshain),,696,,,50,,,20230731,,2,1,13.92
2a4f85a,https://www.immowelt.de/expose/2a4f85a,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,360,,,26,,,20230731,,1,1,13.84615385
2afu45a,https://www.immowelt.de/expose/2afu45a,Berlin,Mitte,Berlin (Mitte),,3200,,,62,,,20230731,,2,1,51.61290323
2ak7w5r,https://www.immowelt.de/expose/2ak7w5r,Berlin,Mitte,"ZiegelstraÃe 24, Berlin (Mitte)",Ziegelstrße 24,3400,,,137,,,20230731,,3,2,24.81751825
2acnh59,https://www.immowelt.de/expose/2acnh59,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,540,,,38,,,20230731,,2,1,14.21052632
2asnm5q,https://www.immowelt.de/expose/2asnm5q,Berlin,Schöneberg,Berlin (SchÃ¶neberg),,2880,,,110.97,,,20230731,,3,1,25.95296026
2aml65a,https://www.immowelt.de/expose/2aml65a,Berlin,Mitte,"RÃ¼ckerstraÃe 4, Berlin (Mitte)",Rückerstrße 4,4450,,,170,,,20230731,,2,2,26.17647059
2assu5z,https://www.immowelt.de/expose/2assu5z,Berlin,Marienfelde,Berlin (Marienfelde),,1151,,,52,,,20230731,,2,1,22.13461538
2au4p58,https://www.immowelt.de/expose/2au4p58,Berlin,Moabit,Berlin (Moabit),,0,,,45,,,20230731,,,1,0
2akdn58,https://www.immowelt.de/expose/2akdn58,Berlin,Mitte,"ZimmerstraÃe 97D, Berlin (Mitte)",Zimmerstrße 97d,4200,,,206.76,,,20230731,,5,2,20.31340685
2agw758,https://www.immowelt.de/expose/2agw758,Berlin,Mitte,"ZimmerstraÃe 98B, Berlin (Mitte)",Zimmerstrße 98b,3300,,,158.6,,,20230731,,6,2,20.80706179
2ae4e5v,https://www.immowelt.de/expose/2ae4e5v,Berlin,Zehlendorf,"Clayallee 348B, Berlin (Zehlendorf)",Clayallee 348b,1168,,,72.99,,,20230731,,4,2,16.00219208
2a8cg5g,https://www.immowelt.de/expose/2a8cg5g,Berlin,Westend,"Frankenallee 14, Berlin (Westend)",Frankenallee 14,1734,,,108.36,,,20230731,,4,2,16.00221484
2atrm58,https://www.immowelt.de/expose/2atrm58,Berlin,Mitte,"JÃ¤gerstraÃe 41, Berlin (Mitte)",Jägerstrße 41,19500,,,720,,,20230731,,8,2,27.08333333
2atvy56,https://www.immowelt.de/expose/2atvy56,Berlin,Schmargendorf,Berlin (Schmargendorf),,10500,,,248,,,20230731,,6,1,42.33870968
2azby56,https://www.immowelt.de/expose/2azby56,Berlin,Schmargendorf,Berlin (Schmargendorf),,8500,,,197,,,20230731,,4,1,43.14720812
2apby56,https://www.immowelt.de/expose/2apby56,Berlin,Charlottenburg,Berlin (Charlottenburg),,3750,,,100,,,20230731,,3,1,37.5
2a7ax5f,https://www.immowelt.de/expose/2a7ax5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,1601,,,55.09,,,20230731,,2,2,29.06153567
2a4ex5f,https://www.immowelt.de/expose/2a4ex5f,Berlin,Wilmersdorf,"UhlandstraÃe 107A, Berlin (Wilmersdorf)",Uhlandstrße 107a,2011,,,71.25,,,20230731,,3,2,28.2245614
2a4lf56,https://www.immowelt.de/expose/2a4lf56,Berlin,Friedrichshagen,"FÃ¼rstenwalder Damm 431, Berlin (Friedrichshagen)",Füstenwalder damm 431,799,,,59.91,,,20230731,,2,2,13.33667167
2adx956,https://www.immowelt.de/expose/2adx956,Berlin,Mitte,"VoltairestraÃe 11, Berlin (Mitte)",Voltairestrße 11,2802,,,106.26,,,20230731,,3,2,26.36928289
2ar5256,https://www.immowelt.de/expose/2ar5256,Berlin,Mitte,"OberwallstraÃe 21, Berlin (Mitte)",Oberwallstrße 21,12000,,,403,,,20230731,,5,2,29.77667494
2ascv5z,https://www.immowelt.de/expose/2ascv5z,Berlin,Moabit,"Klara-Franke-StraÃe 10, Berlin (Moabit)",Klara-franke-strße 10,1850,,,81,,,20230731,,3,2,22.83950617
2ah6c5e,https://www.immowelt.de/expose/2ah6c5e,Berlin,Köpenick,Berlin (KÃ¶penick),,1850,,,89,,,20230731,,2,1,20.78651685
2abcw5z,https://www.immowelt.de/expose/2abcw5z,Berlin,Hellersdorf,"Zossener StraÃe 152, Berlin (Hellersdorf)",Zossener strße 152,472.2,,,42.35,,,20230731,,1,2,11.14994097
2arzn54,https://www.immowelt.de/expose/2arzn54,Berlin,Charlottenburg,"KnesebeckstraÃe 12, Berlin (Charlottenburg)",Knesebeckstrße 12,4498,,,198.9,,,20230731,,4,2,22.61437908
2a4kf54,https://www.immowelt.de/expose/2a4kf54,Berlin,Friedrichshain,"Boxhagener Str. 114, Berlin (Friedrichshain)",Boxhagener str. 114,3100,,,108,,,20230731,,3,2,28.7037037
2a6ff54,https://www.immowelt.de/expose/2a6ff54,Berlin,Prenzlauer,"RodenbergstraÃe 1, Berlin (Prenzlauer Berg)",Rodenbergstrße 1,2880,,,116,,,20230731,,3,2,24.82758621
2a9qe54,https://www.immowelt.de/expose/2a9qe54,Berlin,Mitte,"Rosa-Luxemburg-StraÃe 19, Berlin (Mitte)",Rosa-luxemburg-strße 19,4000,,,131,,,20230731,,4,2,30.53435115
2af3z56,https://www.immowelt.de/expose/2af3z56,Berlin,Charlottenburg,Berlin (Charlottenburg),,6500,,,174,,,20230731,,4,1,37.35632184
2a85u5y,https://www.immowelt.de/expose/2a85u5y,Berlin,Hellersdorf,"HavellÃ¤nder Ring 43, Berlin (Hellersdorf)",Havelländer ring 43,699,,,68.93,,,20230731,,3,2,10.14072247
2a8wz53,https://www.immowelt.de/expose/2a8wz53,Berlin,Schöneberg,"Dennewitzstr. 41, Berlin (SchÃ¶neberg)",Dennewitzstr. 41,2590,,,103.32,,,20230731,,4,2,25.06775068
2angw53,https://www.immowelt.de/expose/2angw53,Berlin,Prenzlauer,"WinsstraÃe 53, Berlin (Prenzlauer Berg)",Winsstrße 53,2560,,,106,,,20230731,,4,2,24.1509434
2a5fw53,https://www.immowelt.de/expose/2a5fw53,Berlin,Neukölln,"RollbergstraÃe 1, Berlin (NeukÃ¶lln)",Rollbergstrße 1,1650,,,61,,,20230731,,2,2,27.04918033
2acaw53,https://www.immowelt.de/expose/2acaw53,Berlin,Charlottenburg,"HeisenbergstraÃe 5, Berlin (Charlottenburg)",Heisenbergstrße 5,3800,,,113,,,20230731,,4,2,33.62831858
2ay7w53,https://www.immowelt.de/expose/2ay7w53,Berlin,Wilmersdorf,"KurfÃ¼rstendamm 167-168, Berlin (Wilmersdorf)",Kurfüstendamm 167-168,1530,,,37,,,20230731,,1,2,41.35135135
2aj6w53,https://www.immowelt.de/expose/2aj6w53,Berlin,Prenzlauer,"CotheniusstraÃe 17, Berlin (Prenzlauer Berg)",Cotheniusstrße 17,2100,,,77,,,20230731,,3,2,27.27272727
2awxv53,https://www.immowelt.de/expose/2awxv53,Berlin,Prenzlauer,"RodenbergstraÃe 1, Berlin (Prenzlauer Berg)",Rodenbergstrße 1,2890,,,117,,,20230731,,3,2,24.7008547
2amsv53,https://www.immowelt.de/expose/2amsv53,Berlin,Halensee,"Karlsruher Str. 18b, Berlin (Halensee)",Karlsruher str. 18b,3010,,,96,,,20230731,,3,2,31.35416667
2an4e5z,https://www.immowelt.de/expose/2an4e5z,Berlin-Spandau,Spandau,Berlin-Spandau (Spandau),,3500,,,200,,,20230731,,5,1,17.5
2acje53,https://www.immowelt.de/expose/2acje53,Berlin,Prenzlauer,Berlin (Prenzlauer Berg),,3500,,,118,,,20230731,,3,1,29.66101695
2adj95y,https://www.immowelt.de/expose/2adj95y,Berlin,Kreuzberg,"Eylauer StraÃe 15a, Berlin (Kreuzberg)",Eylauer strße 15a,1630,,,74.09,,,20230731,,3,2,22.00026994
2arsx5x,https://www.immowelt.de/expose/2arsx5x,Berlin,Tegel,"Bernauer StraÃe 108, Berlin (Tegel)",Bernauer strße 108,759,,,58.13,,,20230731,,2,2,13.05694134
2auvp5y,https://www.immowelt.de/expose/2auvp5y,Berlin,Steglitz,"BergstraÃe 4, Berlin (Steglitz)",Bergstrße 4,1200,,,56,,,20230731,,2,2,21.42857143
2a3p252,https://www.immowelt.de/expose/2a3p252,Berlin,Friedrichshain,"Landsberger Allee 20-22, Berlin (Friedrichshain)",Landsberger allee 20-22,2200,,,130,,,20230731,,5,2,16.92307692
2a8s45t,https://www.immowelt.de/expose/2a8s45t,Berlin,Buch,"RÃ¶bellweg 2, Berlin (Buch)",Rã¶bellweg 2,1763.22,,,153.39,,,20230731,,3,2,11.49501271
29bec5z,https://www.immowelt.de/expose/29bec5z,Berlin,Schöneberg,"Quartiersweg 4, Berlin (SchÃ¶neberg)",Quartiersweg 4,1901.82,,,88.87,,,20230731,,1.5,2,21.4000225
29c795z,https://www.immowelt.de/expose/29c795z,Berlin,Wilmersdorf,"Uhlandstr. 61, Berlin (Wilmersdorf)",Uhlandstr. 61,2400,,,135,,,20230731,,3,2,17.77777778
2acb453,https://www.immowelt.de/expose/2acb453,Berlin,Charlottenburg,Berlin (Charlottenburg),,2500,,,70,,,20230731,,3,1,35.71428571
2a7cy5l,https://www.immowelt.de/expose/2a7cy5l,Berlin,Hellersdorf,"Kastanienallee 51, Berlin (Hellersdorf)",Kastanienallee 51,328.76,,,24.72,,,20230731,,1,2,13.29935275
29j6s5y,https://www.immowelt.de/expose/29j6s5y,Berlin,Zehlendorf,"Vopeliuspfad 10, Berlin (Zehlendorf)",Vopeliuspfad 10,1550,,,120,,,20230731,,,2,12.91666667
2akuu5z,https://www.immowelt.de/expose/2akuu5z,Berlin,Friedrichsfelde,Berlin (Friedrichsfelde),,1547,,,71.87,,,20230731,,3,1,21.52497565
2aeuu5z,https://www.immowelt.de/expose/2aeuu5z,Berlin,Oberschöneweide,Berlin (OberschÃ¶neweide),,599,,,12,,,20230731,,1,1,49.91666667
2ansu5z,https://www.immowelt.de/expose/2ansu5z,Berlin,Mitte,Berlin (Mitte),,2076,,,81.32,,,20230731,,3,1,25.52877521
2aybd5t,https://www.immowelt.de/expose/2aybd5t,Mahlsdorf,Mahlsdorf,Mahlsdorf (Mahlsdorf),,2350,,,111,,,20230731,,3,1,21.17117117
298bh5w,https://www.immowelt.de/expose/298bh5w,Berlin,Prenzlauer,"SchÃ¶nhauser Allee 85, Berlin (Prenzlauer Berg)",Schã¶nhauser allee 85,1870,,,73,,,20230731,,2,2,25.61643836
29m8h5w,https://www.immowelt.de/expose/29m8h5w,Berlin,Prenzlauer,"SchÃ¶nhauser Allee 85, Berlin (Prenzlauer Berg)",Schã¶nhauser allee 85,1840,,,73,,,20230731,,2,2,25.20547945
29k7h5w,https://www.immowelt.de/expose/29k7h5w,Berlin,Mitte,"Rosenthaler Str. 44, Berlin (Mitte)",Rosenthaler str. 44,2390,,,55,,,20230731,,2,2,43.45454545
29s2h5w,https://www.immowelt.de/expose/29s2h5w,Berlin,Friedrichshain,"Gabriel-Max-StraÃe 16, Berlin (Friedrichshain)",Gabriel-max-strße 16,1290,,,38,,,20230731,,1,2,33.94736842
2932h5w,https://www.immowelt.de/expose/2932h5w,Berlin,Mitte,"KÃ¶penicker Str. 79, Berlin (Mitte)",Kã¶penicker str. 79,1400,,,36,,,20230731,,1,2,38.88888889
29ezg5w,https://www.immowelt.de/expose/29ezg5w,Berlin,Charlottenburg,"HeisenbergstraÃe 5, Berlin (Charlottenburg)",Heisenbergstrße 5,3750,,,114,,,20230731,,4,2,32.89473684
299wg5w,https://www.immowelt.de/expose/299wg5w,Berlin,Charlottenburg,"KantstraÃe 105, Berlin (Charlottenburg)",Kantstrße 105,3360,,,107,,,20230731,,4,2,31.40186916
2a2zf5v,https://www.immowelt.de/expose/2a2zf5v,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1990,,,85.86,,,20230731,,3,1,23.17726532
2a5zf5v,https://www.immowelt.de/expose/2a5zf5v,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1990,,,85.86,,,20230731,,3,1,23.17726532
2aazf5v,https://www.immowelt.de/expose/2aazf5v,Berlin,Wilmersdorf,Berlin (Wilmersdorf),,1990,,,85.86,,,20230731,,3,1,23.17726532
29wrp5v,https://www.immowelt.de/expose/29wrp5v,Berlin,Halensee,"Karlsruher strasse 18, Berlin (Halensee)",Karlsruher strasse 18,4350,,,160,,,20230731,,5,2,27.1875
